product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status
P04269,HOM-04269-2850,Pinnacle Compact Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Pinnacle,14.84,31.99,SUP121,14,277,,False,2024-05-03,Active
P04270,SPO-04270-1410,Ostrom Signature Basketball,Sports,Team Sports Gear,Ostrom,9.38,16.99,SUP116,14,281,,False,2025-08-21,Active
P04271,ELE-04271-1233,Everline Everyday Plus Wireless Charger,Electronics,Mobile Accessories,Everline,31.07,62.99,SUP210,25,109,,False,2026-03-15,Active
P04272,ELE-04272-5190,Rockridge X200 Security Camera,Electronics,Smart Home Devices,Rockridge,220.37,441.99,SUP190,47,34,,False,2025-09-22,Active
P04273,ELE-04273-1315,BlueStone Essential Tripod Kit,Electronics,Cameras & Accessories,BlueStone,89.66,159.99,SUP218,54,55,,False,2025-03-15,Active
P04274,BEA-04274-9892,Ironclad Premium Cologne,Beauty,Fragrances,Ironclad,13.81,40.99,SUP050,56,160,421.0,True,2024-02-13,Seasonal
P04275,PER-04275-6165,Foundry Compact Omega-3 Softgels,Personal Care,Vitamins & Supplements,Foundry,6.76,9.99,SUP215,14,331,472.0,False,2025-03-28,Active
P04276,CLO-04276-5140,Ironclad Ultra Blouse,Clothing,Women's Apparel,Ironclad,18.05,34.99,SUP075,27,263,,False,2025-05-21,Active
P04277,TOY-04277-9909,Fernwood Series 2 Sidewalk Chalk Set,Toys,Outdoor Play,Fernwood,7.85,17.99,SUP001,12,400,,False,2026-02-07,Active
P04278,GRO-04278-8011,Brightline Advanced Olive Oil,Grocery,Pantry Staples,Brightline,2.64,4.03,SUP175,49,346,239.0,False,2024-07-18,Active
P04279,SPO-04279-3968,Harborlight Deluxe Camp Chair,Sports,Outdoor Recreation,Harborlight,25.27,44.99,SUP007,23,114,,False,2024-07-07,Active
P04280,PER-04280-8336,Copperfield Essential Beard Trimmer,Personal Care,Shaving & Grooming,Copperfield,6.61,10.99,SUP022,55,371,101.0,False,2026-04-25,Active
P04281,GRO-04281-8505,Ashford Signature Pasta Sauce Jar,Grocery,Condiments & Sauces,Ashford,6.33,8.99,SUP012,30,382,228.0,False,2026-02-03,Active
P04282,PER-04282-1008,Crestmark Elite Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Crestmark,4.56,7.99,SUP171,50,296,541.0,False,2025-05-27,Active
P04283,BOO-04283-4563,Quinley Classic Comic Anthology,Books,Comics & Graphic Novels,Quinley,8.86,13.99,SUP050,60,380,,True,2025-02-10,Seasonal
P04284,TOY-04284-8766,Comet Elite Brick Building Set,Toys,Building Sets,Comet,41.19,77.99,SUP244,32,126,,False,2025-07-17,Active
P04285,GRO-04285-6933,Everline Pro Coffee Pods Box,Grocery,Beverages,Everline,2.12,3.99,SUP097,54,614,357.0,False,2024-05-18,Active
P04286,BOO-04286-9293,Vertex Ultra Manga Box Set,Books,Comics & Graphic Novels,Vertex,4.28,7.99,SUP084,45,520,,False,2024-08-09,Active
P04287,CLO-04287-5292,Solstice Everyday Toddler Joggers,Clothing,Kids' Apparel,Solstice,23.86,39.99,SUP152,11,141,,False,2025-05-09,Active
P04288,PER-04288-2215,Norwell Elite Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Norwell,4.29,8.99,SUP225,61,482,521.0,False,2025-01-19,Active
P04289,PER-04289-9837,Palisade Signature Electric Toothbrush,Personal Care,Oral Care,Palisade,3.66,7.99,SUP199,43,603,174.0,False,2024-06-11,Active
P04290,BEA-04290-4357,BlueStone Advanced Cleansing Foam,Beauty,Skincare,BlueStone,13.63,33.99,SUP050,54,298,506.0,False,2025-04-27,Active
P04291,PER-04291-6713,Vanture Max Razor Set,Personal Care,Shaving & Grooming,Vanture,10.48,22.99,SUP218,55,151,436.0,False,2025-08-18,Active
P04292,AUT-04292-5230,Sunneva Everyday Plus License Plate Frame,Automotive,Exterior Accessories,Sunneva,25.32,45.99,SUP150,49,97,,False,2026-01-10,Active
P04293,BOO-04293-6050,Foundry Deluxe Literary Fiction Hardcover,Books,Fiction,Foundry,3.06,5.99,SUP294,37,577,,False,2025-07-28,Active
P04294,ELE-04294-9588,Ridgeline Max Wireless Mouse,Electronics,Laptop Accessories,Ridgeline,63.72,134.99,SUP153,50,53,,False,2025-07-11,Active
P04295,HOM-04295-4141,Kestrel Essential Cast Iron Skillet,Home & Kitchen,Cookware,Kestrel,5.96,11.99,SUP073,25,387,,False,2025-05-22,Active
P04296,ELE-04296-9977,Brightline Series 2 Over-Ear Headphones,Electronics,Headphones & Audio,Brightline,52.02,95.99,SUP218,46,132,,False,2024-04-13,Active
P04297,ELE-04297-8330,Palisade Lite Phone Case,Electronics,Mobile Accessories,Palisade,26.34,50.99,SUP008,19,97,,False,2024-12-16,Active
P04298,PER-04298-1452,Norwell Series 2 Smart Scale,Personal Care,Health Monitoring,Norwell,4.57,8.99,SUP211,28,232,507.0,False,2025-02-15,Active
P04299,HOM-04299-9961,Foundry Max Throw Pillow Set,Home & Kitchen,Home Decor,Foundry,11.16,24.99,SUP159,13,242,,False,2025-04-22,Active
P04300,SPO-04300-6605,Ashford Max Resistance Bands Set,Sports,Fitness Equipment,Ashford,12.95,20.99,SUP035,35,314,,True,2024-09-26,Discontinued
P04301,BOO-04301-3467,Ironclad Classic Fantasy Trilogy Box Set,Books,Fiction,Ironclad,3.27,4.99,SUP008,20,486,,False,2025-11-09,Active
P04302,BOO-04302-6342,Trailhaven Everyday Plus Reference Encyclopedia,Books,Educational & Reference,Trailhaven,3.12,5.99,SUP012,28,682,,False,2025-05-06,Active
P04303,HOM-04303-2181,Crestmark Everyday Area Rug,Home & Kitchen,Home Decor,Crestmark,58.06,106.99,SUP022,67,114,,False,2024-10-05,Active
P04304,CLO-04304-9013,Trailhaven Compact Wrap Dress,Clothing,Women's Apparel,Trailhaven,18.32,43.99,SUP145,29,152,,False,2025-03-04,Active
P04305,BOO-04305-9742,Comet Ultra Self-Help Guide,Books,Non-Fiction,Comet,5.69,8.99,SUP201,15,271,,False,2025-10-09,Active
P04306,CLO-04306-9843,Brightline Everyday Plus Running Leggings,Clothing,Activewear,Brightline,5.39,9.99,SUP028,46,391,,False,2024-01-21,Active
P04307,HOM-04307-7374,Rockridge Max Nonstick Frying Pan,Home & Kitchen,Cookware,Rockridge,2.59,3.99,SUP030,10,460,,False,2024-11-07,Active
P04308,SPO-04308-9036,Willowbrook Everyday Resistance Bands Set,Sports,Fitness Equipment,Willowbrook,36.71,79.99,SUP245,13,97,,True,2024-07-08,Seasonal
P04309,ELE-04309-1529,Sunneva Essential Car Mount,Electronics,Mobile Accessories,Sunneva,7.55,15.99,SUP052,50,271,,True,2024-10-20,Seasonal
P04310,BOO-04310-9707,Vaultis Deluxe Study Guide,Books,Educational & Reference,Vaultis,4.8,6.99,SUP248,33,393,,False,2025-08-24,Active
P04311,BEA-04311-2830,Rockridge Lite Fragrance Gift Set,Beauty,Fragrances,Rockridge,5.97,11.99,SUP022,60,462,447.0,False,2024-07-13,Active
P04312,GRO-04312-9668,Vertex Series 2 Pasta Sauce Jar,Grocery,Condiments & Sauces,Vertex,2.6,3.99,SUP252,19,745,420.0,False,2025-05-11,Active
P04313,TOY-04313-7827,Fernwood Series 2 Water Blaster,Toys,Outdoor Play,Fernwood,4.02,7.99,SUP211,23,505,,True,2024-12-09,Seasonal
P04314,HOM-04314-7171,Trailhaven Signature Drawer Dividers,Home & Kitchen,Storage & Organization,Trailhaven,9.46,21.99,SUP028,52,205,,True,2024-02-18,Seasonal
P04315,PER-04315-9226,Comet Series 2 Protein Powder,Personal Care,Vitamins & Supplements,Comet,6.67,13.99,SUP084,48,308,189.0,True,2026-03-18,Seasonal
P04316,AUT-04316-2240,Willowbrook X200 Car Charger,Automotive,Car Electronics,Willowbrook,13.82,25.99,SUP084,47,140,,False,2025-06-29,Discontinued
P04317,BEA-04317-1581,Rockridge X200 Body Mist,Beauty,Fragrances,Rockridge,14.43,35.99,SUP028,53,221,213.0,False,2024-09-28,Active
P04318,GRO-04318-2278,Quinley Essential Hot Sauce Set,Grocery,Condiments & Sauces,Quinley,3.4,4.99,SUP102,17,518,245.0,False,2025-04-03,Active
P04319,HOM-04319-2045,Aurelia Essential Coffee Maker,Home & Kitchen,Small Appliances,Aurelia,35.29,67.99,SUP192,74,116,,True,2026-06-19,Seasonal
P04320,PER-04320-1288,Silverpine Pro Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Silverpine,4.98,9.99,SUP211,26,284,543.0,True,2024-05-16,Seasonal
P04321,BOO-04321-2175,Everline Essential Illustrated Novel,Books,Comics & Graphic Novels,Everline,6.0,10.99,SUP047,33,479,,False,2026-02-15,Active
P04322,ELE-04322-6088,UrbanNest Ultra Fitness Tracker,Electronics,Wearable Tech,UrbanNest,55.22,93.99,SUP210,24,60,,False,2024-01-02,Active
P04323,CLO-04323-9374,Lumino Max Kids Graphic Tee,Clothing,Kids' Apparel,Lumino,17.72,33.99,SUP068,34,223,,False,2026-02-27,Active
P04324,ELE-04324-1120,NorthPoint X200 Smart Plug,Electronics,Smart Home Devices,NorthPoint,4.04,8.99,SUP012,32,488,,False,2024-11-01,Active
P04325,CLO-04325-9377,Timbercrest Lite Toddler Joggers,Clothing,Kids' Apparel,Timbercrest,10.69,23.99,SUP043,19,259,,False,2024-09-27,Active
P04326,CLO-04326-2501,Vanture Elite Sandals,Clothing,Footwear,Vanture,5.86,10.99,SUP087,8,251,,False,2025-12-12,Active
P04327,ELE-04327-6615,Trailhaven Ultra Camera Backpack,Electronics,Cameras & Accessories,Trailhaven,27.3,59.99,SUP012,24,192,,True,2024-05-29,Seasonal
P04328,TOY-04328-5014,Novara Everyday Plus Playset,Toys,Action Figures & Playsets,Novara,3.69,7.99,SUP022,67,484,,False,2024-05-01,Active
P04329,GRO-04329-4713,Vanture Signature Sports Drink Case,Grocery,Beverages,Vanture,4.32,7.99,SUP097,43,467,174.0,False,2025-03-01,Active
P04330,CLO-04330-4206,UrbanNest Premium Kids Graphic Tee,Clothing,Kids' Apparel,UrbanNest,11.41,20.99,SUP274,20,280,,True,2026-05-11,Seasonal
P04331,BOO-04331-6036,Copperfield Everyday Plus Mystery Novel,Books,Fiction,Copperfield,5.84,10.99,SUP174,25,232,,False,2024-10-29,Active
P04332,PER-04332-3856,Rockridge Everyday Plus Digital Thermometer,Personal Care,Health Monitoring,Rockridge,10.36,18.99,SUP274,18,243,477.0,False,2025-05-09,Active
P04333,CLO-04333-6805,Norwell Essential Kids Graphic Tee,Clothing,Kids' Apparel,Norwell,9.56,19.99,SUP012,28,327,,False,2024-12-28,Active
P04334,PER-04334-7179,Norwell Deluxe Omega-3 Softgels,Personal Care,Vitamins & Supplements,Norwell,1.66,3.99,SUP261,58,626,509.0,False,2025-11-22,Active
P04335,GRO-04335-8633,Silverpine Classic Pancake Mix,Grocery,Breakfast Foods,Silverpine,3.07,4.99,SUP028,43,586,267.0,False,2026-03-31,Active
P04336,AUT-04336-5945,Willowbrook X200 Floor Mat Set,Automotive,Interior Accessories,Willowbrook,22.11,41.99,SUP055,12,147,,False,2026-06-09,Active
P04337,HOM-04337-7033,Amberfield Premium Cast Iron Skillet,Home & Kitchen,Cookware,Amberfield,10.37,22.99,SUP022,60,315,,False,2024-09-02,Active
P04338,SPO-04338-1961,BlueStone Lite Yoga Mat,Sports,Fitness Equipment,BlueStone,6.58,13.99,SUP115,43,417,,False,2024-08-27,Active
P04339,ELE-04339-7130,Cedarwood Essential Fitness Tracker,Electronics,Wearable Tech,Cedarwood,36.48,67.99,SUP047,33,161,,False,2026-04-23,Active
P04340,PER-04340-5639,Ridgeline Compact Digital Thermometer,Personal Care,Health Monitoring,Ridgeline,6.57,11.99,SUP214,16,364,74.0,False,2025-06-15,Active
P04341,PER-04341-9751,NorthPoint Compact Protein Powder,Personal Care,Vitamins & Supplements,NorthPoint,2.58,4.99,SUP218,44,540,487.0,False,2024-10-26,Active
P04342,BEA-04342-7388,Kestrel Lite Vitamin C Serum,Beauty,Skincare,Kestrel,5.8,10.99,SUP075,25,449,152.0,False,2024-11-06,Active
P04343,CLO-04343-2491,Timbercrest Everyday Running Shoes,Clothing,Footwear,Timbercrest,28.85,76.99,SUP241,23,128,,False,2024-06-09,Active
P04344,BOO-04344-7595,Driftwood Signature Manga Box Set,Books,Comics & Graphic Novels,Driftwood,7.18,12.99,SUP032,44,428,,False,2024-03-18,Active
P04345,GRO-04345-7781,Palisade Compact Breakfast Bar Box,Grocery,Breakfast Foods,Palisade,7.21,9.99,SUP012,33,392,309.0,False,2024-11-12,Active
P04346,SPO-04346-6325,Foundry Deluxe Hiking Backpack,Sports,Outdoor Recreation,Foundry,16.25,34.99,SUP032,43,157,,False,2025-12-24,Active
P04347,SPO-04347-9499,Fernwood Pro Bike Lock,Sports,Cycling,Fernwood,47.13,79.99,SUP058,9,97,,False,2025-08-24,Active
P04348,CLO-04348-5801,Lumino Classic Toddler Joggers,Clothing,Kids' Apparel,Lumino,6.78,16.99,SUP012,26,424,,True,2024-01-12,Seasonal
P04349,HOM-04349-2638,Willowbrook Essential Wall Art Set,Home & Kitchen,Home Decor,Willowbrook,9.75,17.99,SUP023,50,204,,False,2024-02-10,Active
P04350,PER-04350-1243,Driftwood Series 2 Deodorant 2-Pack,Personal Care,Personal Hygiene,Driftwood,6.92,14.99,SUP077,24,201,160.0,False,2026-03-03,Discontinued
P04351,ELE-04351-4373,Halcyon Everyday Plus Over-Ear Headphones,Electronics,Headphones & Audio,Halcyon,24.47,37.99,SUP258,47,100,,False,2025-12-24,Active
P04352,BOO-04352-3140,Silverpine Elite Fantasy Trilogy Box Set,Books,Fiction,Silverpine,4.12,7.99,SUP258,47,547,,False,2025-12-25,Active
P04353,ELE-04353-4343,Vanture Essential Tripod Kit,Electronics,Cameras & Accessories,Vanture,258.33,518.99,SUP296,19,38,,True,2026-02-24,Seasonal
P04354,HOM-04354-5178,Fernwood Max Shelving Unit,Home & Kitchen,Storage & Organization,Fernwood,92.38,183.99,SUP022,48,57,,False,2025-08-05,Discontinued
P04355,ELE-04355-8722,Amberfield Essential Camera Backpack,Electronics,Cameras & Accessories,Amberfield,189.03,306.99,SUP003,8,41,,False,2024-11-03,Active
P04356,BEA-04356-4138,Driftwood Everyday Eyeshadow Palette,Beauty,Makeup,Driftwood,8.76,15.99,SUP159,12,296,184.0,False,2025-06-23,Active
P04357,BOO-04357-6355,Norwell Ultra Popular Science Paperback,Books,Non-Fiction,Norwell,3.55,5.07,SUP171,51,420,,False,2025-08-08,Active
P04358,CLO-04358-7419,Foundry Max Ankle Boots,Clothing,Footwear,Foundry,6.55,12.99,SUP055,15,224,,False,2026-02-10,Active
P04359,SPO-04359-6655,Timbercrest Signature Camping Tent,Sports,Outdoor Recreation,Timbercrest,17.43,40.99,SUP238,6,187,,False,2025-04-29,Active
P04360,SPO-04360-7522,Rockridge Classic Shin Guards,Sports,Team Sports Gear,Rockridge,4.55,7.99,SUP282,15,446,,False,2024-02-20,Active
P04361,HOM-04361-6409,Comet Series 2 Sheet Set,Home & Kitchen,Bedding & Linens,Comet,24.6,42.99,SUP084,53,142,,False,2025-07-21,Active
P04362,ELE-04362-7785,Foundry Essential Camera Backpack,Electronics,Cameras & Accessories,Foundry,92.72,170.99,SUP275,5,83,,False,2025-11-02,Active
P04363,BOO-04363-4952,Palisade Essential Picture Book,Books,Children's Books,Palisade,5.31,8.99,SUP022,49,424,,True,2026-05-12,Seasonal
P04364,SPO-04364-3973,Silverpine Pro Yoga Mat,Sports,Fitness Equipment,Silverpine,52.22,89.99,SUP138,20,116,,False,2024-06-13,Active
P04365,CLO-04365-2637,Pinnacle Deluxe Performance Tank,Clothing,Activewear,Pinnacle,5.91,11.99,SUP044,33,237,,False,2026-02-23,Active
P04366,HOM-04366-1107,Halcyon Premium Comforter,Home & Kitchen,Bedding & Linens,Halcyon,38.38,69.99,SUP164,27,115,,True,2024-01-19,Seasonal
P04367,TOY-04367-1408,Ostrom Deluxe Alphabet Learning Set,Toys,Educational Toys,Ostrom,5.07,11.99,SUP019,15,501,,False,2025-10-28,Active
P04368,ELE-04368-1422,Meridian Advanced Camera Backpack,Electronics,Cameras & Accessories,Meridian,15.91,22.99,SUP150,52,140,,False,2024-10-11,Active
P04369,BOO-04369-3516,UrbanNest Ultra Comic Anthology,Books,Comics & Graphic Novels,UrbanNest,4.83,7.99,SUP034,55,504,,True,2024-04-17,Seasonal
P04370,ELE-04370-4683,UrbanNest Classic Phone Case,Electronics,Mobile Accessories,UrbanNest,206.29,420.99,SUP115,39,46,,False,2024-10-25,Active
P04371,SPO-04371-9819,Brightline X200 Shin Guards,Sports,Team Sports Gear,Brightline,6.04,13.99,SUP195,48,367,,False,2025-05-18,Active
P04372,BEA-04372-5247,Driftwood Essential Styling Cream,Beauty,Haircare,Driftwood,8.5,17.99,SUP084,42,235,162.0,False,2024-06-24,Active
P04373,SPO-04373-8343,Crestmark Signature Yoga Towel,Sports,Yoga & Wellness,Crestmark,19.43,38.99,SUP159,12,212,,False,2025-05-17,Discontinued
P04374,ELE-04374-6128,Glacier Max Video Doorbell,Electronics,Smart Home Devices,Glacier,63.88,138.99,SUP290,33,67,,False,2025-10-10,Active
P04375,CLO-04375-2878,Solstice Signature Canvas Sneakers,Clothing,Footwear,Solstice,41.37,115.99,SUP261,54,143,,False,2026-03-09,Active
P04376,HOM-04376-5207,Willowbrook Essential Drawer Dividers,Home & Kitchen,Storage & Organization,Willowbrook,27.0,41.99,SUP297,51,103,,False,2025-05-24,Active
P04377,SPO-04377-3547,Driftwood Everyday Hiking Backpack,Sports,Outdoor Recreation,Driftwood,29.82,66.99,SUP035,32,101,,True,2025-07-02,Seasonal
P04378,ELE-04378-6954,Vaultis Everyday Smartwatch Band,Electronics,Wearable Tech,Vaultis,15.68,22.99,SUP148,24,115,,False,2026-04-19,Discontinued
P04379,ELE-04379-5713,Cedarwood Deluxe Smartwatch Band,Electronics,Wearable Tech,Cedarwood,37.69,74.99,SUP231,17,161,,True,2024-02-01,Seasonal
P04380,SPO-04380-1944,Trailhaven Ultra Team Jersey,Sports,Team Sports Gear,Trailhaven,20.12,39.99,SUP274,16,225,,False,2025-11-25,Active
P04381,ELE-04381-6973,Foundry Lite Smart Bulb Kit,Electronics,Smart Home Devices,Foundry,86.72,180.99,SUP057,44,71,,False,2026-06-10,Discontinued
P04382,HOM-04382-5991,Pinnacle Signature Stock Pot,Home & Kitchen,Cookware,Pinnacle,20.68,44.99,SUP294,37,98,,False,2026-01-23,Active
P04383,AUT-04383-1632,Ironclad Elite Tire Inflator,Automotive,Tire & Wheel Care,Ironclad,45.09,62.99,SUP117,10,153,,False,2026-04-21,Active
P04384,TOY-04384-7336,Copperfield Everyday Plus STEM Building Kit,Toys,Educational Toys,Copperfield,9.42,18.99,SUP225,47,190,,False,2026-04-03,Active
P04385,AUT-04385-1587,Ostrom Advanced Wheel Cover Set,Automotive,Tire & Wheel Care,Ostrom,39.71,57.99,SUP154,11,84,,True,2025-06-21,Seasonal
P04386,GRO-04386-4705,UrbanNest Premium Oatmeal Packets,Grocery,Breakfast Foods,UrbanNest,4.32,6.99,SUP076,35,305,432.0,False,2026-01-05,Active
P04387,CLO-04387-6785,NorthPoint Elite Kids Graphic Tee,Clothing,Kids' Apparel,NorthPoint,6.16,14.99,SUP022,67,264,,False,2024-11-27,Active
P04388,TOY-04388-6760,Vertex Series 2 Family Board Game,Toys,Board Games & Puzzles,Vertex,15.06,24.99,SUP032,56,279,,False,2024-04-17,Active
P04389,HOM-04389-6446,Copperfield Compact Area Rug,Home & Kitchen,Home Decor,Copperfield,49.96,83.99,SUP176,47,117,,True,2024-03-18,Seasonal
P04390,SPO-04390-6970,Rockridge Everyday Plus Yoga Block Set,Sports,Yoga & Wellness,Rockridge,157.09,254.99,SUP159,14,48,,False,2024-06-18,Active
P04391,ELE-04391-5940,Sunneva Everyday Fitness Tracker,Electronics,Wearable Tech,Sunneva,21.35,30.99,SUP116,14,206,,True,2025-10-22,Discontinued
P04392,PER-04392-4636,Norwell Max Water Flosser,Personal Care,Oral Care,Norwell,5.01,9.99,SUP171,50,461,359.0,False,2025-01-01,Active
P04393,BOO-04393-3868,Foundry Elite Picture Book,Books,Children's Books,Foundry,5.55,9.99,SUP151,29,276,,True,2026-01-10,Seasonal
P04394,CLO-04394-7754,Ostrom Ultra School Uniform Set,Clothing,Kids' Apparel,Ostrom,26.38,63.99,SUP028,48,108,,False,2024-10-29,Active
P04395,CLO-04395-5395,Palisade Lite Slim Fit Shirt,Clothing,Men's Apparel,Palisade,4.6,7.99,SUP064,11,275,,False,2025-12-22,Active
P04396,HOM-04396-7025,Halcyon Pro Electric Kettle,Home & Kitchen,Small Appliances,Halcyon,83.45,142.99,SUP116,15,70,,True,2026-03-18,Seasonal
P04397,GRO-04397-6970,Foundry Lite Sports Drink Case,Grocery,Beverages,Foundry,3.83,6.99,SUP114,7,258,176.0,False,2024-10-25,Active
P04398,SPO-04398-6779,Vanture Essential Bike Helmet,Sports,Cycling,Vanture,33.91,59.99,SUP270,22,124,,False,2025-04-23,Active
P04399,CLO-04399-3082,NorthPoint Elite Slim Fit Shirt,Clothing,Men's Apparel,NorthPoint,14.58,23.99,SUP274,22,154,,False,2025-05-04,Active
P04400,CLO-04400-6426,Ostrom Advanced Denim Jacket,Clothing,Men's Apparel,Ostrom,12.14,22.99,SUP159,13,282,,False,2026-03-09,Active
P04401,HOM-04401-1283,Pinnacle Advanced Sheet Set,Home & Kitchen,Bedding & Linens,Pinnacle,4.73,8.99,SUP067,14,329,,False,2024-12-07,Active
P04402,SPO-04402-6854,Novara Compact Camp Chair,Sports,Outdoor Recreation,Novara,15.3,33.99,SUP240,29,228,,False,2024-12-19,Active
P04403,BEA-04403-5432,UrbanNest Series 2 Makeup Brush Set,Beauty,Makeup,UrbanNest,4.05,8.99,SUP037,39,485,525.0,False,2025-12-08,Active
P04404,HOM-04404-4941,Foundry Elite Closet Organizer,Home & Kitchen,Storage & Organization,Foundry,17.67,32.99,SUP146,38,234,,True,2026-04-06,Seasonal
P04405,PER-04405-7326,Timbercrest Advanced Shaving Cream,Personal Care,Shaving & Grooming,Timbercrest,2.25,3.99,SUP296,21,568,377.0,False,2024-01-26,Active
P04406,CLO-04406-7666,Comet Deluxe Training Jacket,Clothing,Activewear,Comet,25.15,65.99,SUP261,50,141,,False,2024-03-06,Active
P04407,CLO-04407-2771,UrbanNest Signature High-Waist Jeans,Clothing,Women's Apparel,UrbanNest,22.56,60.99,SUP274,20,129,,False,2026-05-01,Active
P04408,PER-04408-5674,BlueStone Ultra Whitening Kit,Personal Care,Oral Care,BlueStone,6.7,12.99,SUP022,60,185,446.0,False,2025-02-10,Active
P04409,BEA-04409-4263,ClearPath Premium Sunscreen SPF50,Beauty,Skincare,ClearPath,4.39,11.99,SUP132,34,284,79.0,False,2025-05-24,Active
P04410,PER-04410-5839,Willowbrook Elite Beard Trimmer,Personal Care,Shaving & Grooming,Willowbrook,6.26,13.99,SUP221,50,252,418.0,True,2026-04-01,Seasonal
P04411,SPO-04411-3882,Everline Premium Foam Roller,Sports,Fitness Equipment,Everline,30.33,55.99,SUP030,9,158,,False,2024-12-28,Active
P04412,BOO-04412-5345,Comet Lite Short Story Collection,Books,Fiction,Comet,3.6,5.13,SUP220,69,560,,False,2025-02-14,Active
P04413,HOM-04413-8441,Vertex Elite Nonstick Frying Pan,Home & Kitchen,Cookware,Vertex,17.56,34.99,SUP087,9,181,,True,2026-02-11,Seasonal
P04414,ELE-04414-3044,Pinnacle Deluxe Smart Bulb Kit,Electronics,Smart Home Devices,Pinnacle,41.53,64.99,SUP269,26,149,,False,2025-10-30,Active
P04415,BEA-04415-9787,Sunneva X200 Fragrance Gift Set,Beauty,Fragrances,Sunneva,35.3,74.99,SUP115,38,114,384.0,False,2025-09-24,Active
P04416,ELE-04416-9030,Silverpine Elite Soundbar,Electronics,Headphones & Audio,Silverpine,48.66,81.99,SUP058,8,121,,False,2024-11-25,Active
P04417,ELE-04417-5539,Silverpine Premium Camera Backpack,Electronics,Cameras & Accessories,Silverpine,13.59,28.99,SUP274,19,226,,True,2025-10-02,Seasonal
P04418,BOO-04418-8180,Driftwood Advanced Biography,Books,Non-Fiction,Driftwood,6.61,9.99,SUP205,46,225,,False,2026-01-26,Active
P04419,SPO-04419-4576,Timbercrest Everyday Meditation Cushion,Sports,Yoga & Wellness,Timbercrest,21.72,44.99,SUP132,33,161,,False,2026-04-12,Active
P04420,HOM-04420-9293,Driftwood Pro Cookware Set,Home & Kitchen,Cookware,Driftwood,12.89,26.99,SUP286,36,311,,False,2025-07-29,Active
P04421,SPO-04421-6626,ClearPath Elite Cycling Gloves,Sports,Cycling,ClearPath,18.87,29.99,SUP171,47,126,,False,2026-03-06,Active
P04422,PER-04422-6410,Timbercrest Compact Toothbrush 4-Pack,Personal Care,Oral Care,Timbercrest,4.76,7.99,SUP164,21,353,78.0,False,2026-01-10,Active
P04423,TOY-04423-9800,Copperfield Max Model Kit,Toys,Building Sets,Copperfield,16.36,29.99,SUP099,21,167,,False,2025-10-29,Active
P04424,TOY-04424-7530,Norwell Deluxe Counting Puzzle,Toys,Educational Toys,Norwell,21.24,45.99,SUP250,48,204,,False,2025-05-04,Active
P04425,SPO-04425-7723,Willowbrook Advanced Resistance Bands Set,Sports,Fitness Equipment,Willowbrook,22.36,39.99,SUP164,24,99,,True,2025-01-31,Seasonal
P04426,HOM-04426-9661,Comet Everyday Plus Shelving Unit,Home & Kitchen,Storage & Organization,Comet,39.84,82.99,SUP171,59,115,,False,2025-08-04,Discontinued
P04427,BEA-04427-1635,Trailhaven Max Foundation,Beauty,Makeup,Trailhaven,3.96,6.99,SUP274,19,339,439.0,False,2026-03-18,Active
P04428,PER-04428-3226,Sunneva Deluxe Toothbrush 4-Pack,Personal Care,Oral Care,Sunneva,5.14,11.99,SUP068,26,304,148.0,False,2025-04-27,Active
P04429,SPO-04429-4782,UrbanNest Pro Team Jersey,Sports,Team Sports Gear,UrbanNest,12.57,27.99,SUP235,48,207,,False,2025-09-30,Active
P04430,TOY-04430-1083,Kestrel Everyday Plus Collectible Figure 3-Pack,Toys,Action Figures & Playsets,Kestrel,9.15,23.99,SUP245,16,220,,True,2025-06-01,Seasonal
P04431,PER-04431-2768,ClearPath Classic Electric Toothbrush,Personal Care,Oral Care,ClearPath,6.03,13.99,SUP018,50,357,485.0,False,2025-08-14,Active
P04432,HOM-04432-6187,Vanture Pro Throw Pillow Set,Home & Kitchen,Home Decor,Vanture,22.32,40.99,SUP210,25,134,,False,2025-09-20,Active
P04433,GRO-04433-2403,NorthPoint Essential BBQ Sauce,Grocery,Condiments & Sauces,NorthPoint,4.23,5.99,SUP248,39,557,278.0,False,2024-02-17,Active
P04434,BOO-04434-8722,Fernwood X200 Language Learning Workbook,Books,Educational & Reference,Fernwood,2.91,5.99,SUP159,13,481,,False,2024-04-20,Active
P04435,ELE-04435-7130,Lumino Max Wireless Charger,Electronics,Mobile Accessories,Lumino,28.7,50.99,SUP024,13,101,,False,2024-02-05,Active
P04436,CLO-04436-4854,UrbanNest Pro Wrap Dress,Clothing,Women's Apparel,UrbanNest,10.61,18.99,SUP020,9,203,,True,2025-12-01,Seasonal
P04437,TOY-04437-7663,Driftwood X200 Alphabet Learning Set,Toys,Educational Toys,Driftwood,7.26,12.99,SUP008,17,382,,False,2026-03-27,Active
P04438,BOO-04438-3073,Trailhaven Elite Picture Book,Books,Children's Books,Trailhaven,4.06,6.99,SUP102,17,279,,False,2024-11-19,Active
